invoiceid,date,product name,category,quantity,total revenue,customer id
INV10604,2023-01-07,Hooded Sweatshirt,Clothing,3,144.03,CUST0401
INV11488,2023-01-07,Stapler Heavy Duty,Office Supplies,1,16.58,CUST0077
INV12897,2023-01-07,Ceramic Coffee Mug,Home & Kitchen,5,68.4,CUST0090
INV13029,2023-01-07,Glass Storage Containers 5pk,Home & Kitchen,3,89.34,CUST0307
INV14554,2023-01-07,Zip-Up Fleece Jacket,Clothing,3,211.05,CUST0233
INV11108,2023-01-08,Ceramic Coffee Mug,Home & Kitchen,4,56.32,CUST0483
INV11911,2023-01-08,Canvas Sneakers,Clothing,4,263.44,CUST0437
INV12148,2023-01-08,Silicone Spatula Set 3pk,Home & Kitchen,1,9.65,CUST0017
INV12931,2023-01-08,Canvas Sneakers,Clothing,3,172.56,CUST0406
INV14506,2023-01-08,LED Desk Lamp Smart,Electronics,3,143.79,CUST0084
INV14548,2023-01-08,Silicone Spatula Set 3pk,Home & Kitchen,2,20.44,CUST0211
INV10078,2023-01-09,Hooded Sweatshirt,Clothing,1,46.63,CUST0194
INV12917,2023-01-09,Desk Organizer Bamboo,Office Supplies,2,54.24,CUST0345
INV10244,2023-01-10,Smart Plug WiFi,Electronics,2,40.14,CUST0384
INV13010,2023-01-10,Ballpoint Pens 50pk,Office Supplies,2,24.38,CUST0419
INV13556,2023-01-10,Facial Sunscreen SPF50,Beauty & Health,1,16.61,CUST0147
INV13980,2023-01-10,LED Desk Lamp Smart,Electronics,2,93.56,CUST0445
INV14373,2023-01-10,Bamboo Cutting Board,Home & Kitchen,1,20.75,CUST0010
INV14852,2023-01-10,Hooded Sweatshirt,Clothing,5,204.45,CUST0363
INV10181,2023-01-11,Smart Plug WiFi,Electronics,1,18.88,CUST0071
INV11607,2023-01-11,Bluetooth Speaker Mini,Electronics,1,37.38,CUST0395
INV13084,2023-01-11,Scissors Stainless Steel,Office Supplies,1,7.96,CUST0196
INV14529,2023-01-11,Webcam 1080p HD,Electronics,2,116.42,CUST0249
INV10715,2023-01-12,Canvas Sneakers,Clothing,3,195.63,CUST0437
INV10942,2023-01-12,Running Socks 6pk,Clothing,2,27.0,CUST0361
INV13112,2023-01-12,Stapler Heavy Duty,Office Supplies,1,17.95,CUST0358
INV13618,2023-01-12,Natural Face Moisturizer,Beauty & Health,1,20.11,CUST0339
INV14215,2023-01-12,USB-C Hub 7-in-1,Electronics,1,36.71,CUST0466
INV14474,2023-01-12,Mechanical Keyboard TKL,Electronics,1,81.09,CUST0490
INV10344,2023-01-13,USB-C Hub 7-in-1,Electronics,1,34.48,CUST0179
INV10721,2023-01-13,Natural Face Moisturizer,Beauty & Health,1,21.37,CUST0012
INV10749,2023-01-13,Digital Kitchen Scale,Home & Kitchen,2,35.6,CUST0372
INV10028,2023-01-14,Slim Fit Chinos,Clothing,2,97.58,CUST0147
INV10313,2023-01-14,Running Socks 6pk,Clothing,1,15.22,CUST0399
INV11322,2023-01-14,Sticky Notes Pack 12,Office Supplies,2,19.48,CUST0374
INV11398,2023-01-14,Glass Storage Containers 5pk,Home & Kitchen,3,82.92,CUST0080
INV11772,2023-01-14,Mechanical Keyboard TKL,Electronics,4,341.8,CUST0343
INV12188,2023-01-14,Stapler Heavy Duty,Office Supplies,1,18.16,CUST0122
INV13439,2023-01-14,Bamboo Toothbrush 4pk,Beauty & Health,4,36.2,CUST0105
INV10275,2023-01-15,Bamboo Toothbrush 4pk,Beauty & Health,3,29.16,CUST0464
INV10538,2023-01-15,Glass Storage Containers 5pk,Home & Kitchen,2,53.54,CUST0238
INV13050,2023-01-15,Mechanical Keyboard TKL,Electronics,2,184.96,CUST0160
INV13770,2023-01-15,Stapler Heavy Duty,Office Supplies,2,36.48,CUST0264
INV10238,2023-01-16,Bluetooth Speaker Mini,Electronics,1,39.38,CUST0231
INV11829,2023-01-16,Wool Beanie Hat,Clothing,2,34.6,CUST0150
INV12661,2023-01-16,Canvas Sneakers,Clothing,1,54.24,CUST0355
INV13318,2023-01-16,Portable Charger 20000mAh,Electronics,1,31.02,CUST0348
INV14000,2023-01-16,Facial Sunscreen SPF50,Beauty & Health,3,52.56,CUST0219
INV10128,2023-01-17,Zip-Up Fleece Jacket,Clothing,10,732.9,CUST0162
INV11637,2023-01-17,Bamboo Toothbrush 4pk,Beauty & Health,4,36.44,CUST0458
INV12252,2023-01-17,Ceramic Coffee Mug,Home & Kitchen,1,13.72,CUST0354
INV12422,2023-01-17,French Press Coffee Maker,Home & Kitchen,1,32.0,CUST0189
INV13138,2023-01-17,Bluetooth Speaker Mini,Electronics,1,37.27,CUST0121
INV10361,2023-01-18,Natural Face Moisturizer,Beauty & Health,1,20.08,CUST0158
INV10569,2023-01-18,French Press Coffee Maker,Home & Kitchen,1,32.8,CUST0377
INV10585,2023-01-18,Scissors Stainless Steel,Office Supplies,10,78.7,CUST0324
INV11218,2023-01-18,Digital Kitchen Scale,Home & Kitchen,2,41.22,CUST0169
INV11377,2023-01-18,Slim Fit Chinos,Clothing,2,97.2,CUST0252
INV10157,2023-01-19,Sport Shorts,Clothing,1,25.29,CUST0097
INV10504,2023-01-19,Canvas Sneakers,Clothing,10,589.3,CUST0321
INV10614,2023-01-19,Wireless Earbuds Pro,Electronics,2,96.52,CUST0061
INV11691,2023-01-19,Zip-Up Fleece Jacket,Clothing,2,143.78,CUST0024
INV12927,2023-01-19,Running Socks 6pk,Clothing,3,47.31,CUST0002
INV14341,2023-01-19,LED Desk Lamp Smart,Electronics,2,86.1,CUST0018
INV10057,2023-01-20,Zip-Up Fleece Jacket,Clothing,1,81.43,CUST0050
INV10815,2023-01-20,Ceramic Coffee Mug,Home & Kitchen,1,13.83,CUST0490
INV10969,2023-01-20,Digital Kitchen Scale,Home & Kitchen,4,74.8,CUST0459
INV11515,2023-01-20,Webcam 1080p HD,Electronics,1,59.99,CUST0327
INV11987,2023-01-20,Vitamin C Serum 30ml,Beauty & Health,1,23.73,CUST0282
INV12216,2023-01-20,Reusable Cotton Pads 20pk,Beauty & Health,1,10.85,CUST0321
INV12483,2023-01-20,Running Socks 6pk,Clothing,4,65.16,CUST0319
INV13048,2023-01-20,Reusable Cotton Pads 20pk,Beauty & Health,1,10.76,CUST0313
INV14299,2023-01-20,Sport Shorts,Clothing,1,26.64,CUST0032
INV14817,2023-01-20,Wireless Earbuds Pro,Electronics,1,53.28,CUST0162
INV11180,2023-01-21,Slim Fit Chinos,Clothing,1,54.78,CUST0465
INV14444,2023-01-21,French Press Coffee Maker,Home & Kitchen,2,65.34,CUST0271
INV14735,2023-01-21,LED Desk Lamp Smart,Electronics,3,132.24,CUST0147
INV10307,2023-01-22,Classic Cotton T-Shirt,Clothing,1,20.03,CUST0300
INV11902,2023-01-22,Desk Organizer Bamboo,Office Supplies,2,49.4,CUST0162
INV12215,2023-01-22,Hooded Sweatshirt,Clothing,1,42.25,CUST0276
INV14611,2023-01-22,Essential Oil Diffuser,Beauty & Health,3,107.31,CUST0378
INV10617,2023-01-23,Stapler Heavy Duty,Office Supplies,1,18.36,CUST0149
INV11471,2023-01-23,Smart Plug WiFi,Electronics,1,21.71,CUST0063
INV11472,2023-01-23,Sport Shorts,Clothing,1,23.61,CUST0410
INV11615,2023-01-24,Slim Fit Chinos,Clothing,2,105.22,CUST0106
INV12167,2023-01-24,File Folders 100pk,Office Supplies,1,19.02,CUST0267
INV12466,2023-01-24,Digital Kitchen Scale,Home & Kitchen,3,53.25,CUST0223
INV13870,2023-01-24,Wool Beanie Hat,Clothing,1,16.97,CUST0222
INV10692,2023-01-25,Slim Fit Chinos,Clothing,4,186.08,CUST0343
INV13959,2023-01-25,Bamboo Toothbrush 4pk,Beauty & Health,1,8.7,CUST0340
INV10134,2023-01-26,Scissors Stainless Steel,Office Supplies,3,20.43,CUST0211
INV10498,2023-01-26,LED Desk Lamp Smart,Electronics,1,41.26,CUST0154
INV13897,2023-01-26,Smart Plug WiFi,Electronics,2,36.04,CUST0058
INV14748,2023-01-26,Stapler Heavy Duty,Office Supplies,1,15.83,CUST0462
INV10435,2023-01-27,Reusable Cotton Pads 20pk,Beauty & Health,2,22.1,CUST0290
INV11128,2023-01-27,Ceramic Coffee Mug,Home & Kitchen,2,26.0,CUST0073
INV13964,2023-01-27,Scissors Stainless Steel,Office Supplies,1,7.41,CUST0411
INV14920,2023-01-27,Non-Stick Frying Pan 28cm,Home & Kitchen,1,36.62,CUST0149
INV13805,2023-01-28,USB-C Hub 7-in-1,Electronics,2,71.42,CUST0110
INV14629,2023-01-28,Whiteboard Markers 8pk,Office Supplies,5,59.0,CUST0429
INV10050,2023-01-29,Digital Kitchen Scale,Home & Kitchen,1,20.01,CUST0154
INV11517,2023-01-29,Mechanical Keyboard TKL,Electronics,1,95.05,CUST0387
INV14902,2023-01-29,LED Desk Lamp Smart,Electronics,3,130.68,CUST0116
INV11125,2023-01-30,Vitamin D3 Supplements,Beauty & Health,2,30.5,CUST0190
INV11786,2023-01-30,Wool Beanie Hat,Clothing,2,33.48,CUST0157
INV11947,2023-01-30,File Folders 100pk,Office Supplies,2,35.02,CUST0033
INV12349,2023-01-30,Vitamin D3 Supplements,Beauty & Health,3,40.26,CUST0188
INV13941,2023-01-30,Lip Balm SPF15 3pk,Beauty & Health,1,8.0,CUST0385
INV10966,2023-01-31,Slim Fit Chinos,Clothing,1,45.56,CUST0190
INV11280,2023-01-31,Wireless Earbuds Pro,Electronics,2,92.24,CUST0212
INV11726,2023-01-31,Sport Shorts,Clothing,1,26.08,CUST0437
INV12924,2023-01-31,Stapler Heavy Duty,Office Supplies,1,16.43,CUST0109
INV13973,2023-01-31,Vitamin C Serum 30ml,Beauty & Health,1,22.75,CUST0149
INV14743,2023-01-31,Whiteboard Markers 8pk,Office Supplies,2,22.5,CUST0017
INV11290,2023-02-01,Stapler Heavy Duty,Office Supplies,1,18.69,CUST0415
INV11583,2023-02-01,Webcam 1080p HD,Electronics,1,63.12,CUST0219
INV11996,2023-02-01,Facial Sunscreen SPF50,Beauty & Health,3,55.02,CUST0223
INV12882,2023-02-01,Lip Balm SPF15 3pk,Beauty & Health,1,8.17,CUST0044
INV14854,2023-02-01,Sport Shorts,Clothing,1,24.82,CUST0369
INV10293,2023-02-02,Bamboo Toothbrush 4pk,Beauty & Health,1,9.11,CUST0495
INV11062,2023-02-02,Vitamin C Serum 30ml,Beauty & Health,4,96.48,CUST0401
INV11735,2023-02-02,Stapler Heavy Duty,Office Supplies,2,33.08,CUST0052
INV12235,2023-02-02,Desk Organizer Bamboo,Office Supplies,5,119.7,CUST0390
INV12241,2023-02-02,Non-Stick Frying Pan 28cm,Home & Kitchen,1,33.34,CUST0038
INV10860,2023-02-03,Sticky Notes Pack 12,Office Supplies,1,9.76,CUST0475
INV11207,2023-02-03,Canvas Sneakers,Clothing,2,128.36,CUST0413
INV11504,2023-02-03,Classic Cotton T-Shirt,Clothing,1,20.85,CUST0323
INV14396,2023-02-03,Slim Fit Chinos,Clothing,1,54.79,CUST0416
INV10658,2023-02-04,Non-Stick Frying Pan 28cm,Home & Kitchen,1,34.49,CUST0050
INV10720,2023-02-04,Non-Stick Frying Pan 28cm,Home & Kitchen,2,63.14,CUST0122
INV10757,2023-02-04,Mechanical Keyboard TKL,Electronics,1,93.13,CUST0164
INV10991,2023-02-04,Glass Storage Containers 5pk,Home & Kitchen,2,55.64,CUST0089
INV14107,2023-02-04,Vitamin C Serum 30ml,Beauty & Health,1,27.17,CUST0340
INV10919,2023-02-05,Bamboo Toothbrush 4pk,Beauty & Health,3,28.14,CUST0376
INV12226,2023-02-05,Scissors Stainless Steel,Office Supplies,1,7.93,CUST0246
INV12411,2023-02-05,Stainless Steel Water Bottle,Home & Kitchen,1,24.93,CUST0392
INV13419,2023-02-05,Bamboo Cutting Board,Home & Kitchen,1,24.04,CUST0049
INV10701,2023-02-06,Vitamin D3 Supplements,Beauty & Health,1,13.2,CUST0414
INV12037,2023-02-06,Scissors Stainless Steel,Office Supplies,3,22.17,CUST0272
INV12063,2023-02-06,Portable Charger 20000mAh,Electronics,4,121.32,CUST0089
INV12159,2023-02-06,Reusable Cotton Pads 20pk,Beauty & Health,2,21.76,CUST0090
INV13485,2023-02-06,Reusable Cotton Pads 20pk,Beauty & Health,1,12.08,CUST0326
INV13965,2023-02-06,Sticky Notes Pack 12,Office Supplies,3,29.34,CUST0059
INV14162,2023-02-06,Bluetooth Speaker Mini,Electronics,1,38.5,CUST0407
INV10035,2023-02-07,Digital Kitchen Scale,Home & Kitchen,2,38.22,CUST0428
INV11754,2023-02-07,Bluetooth Speaker Mini,Electronics,1,43.98,CUST0309
INV11923,2023-02-07,Essential Oil Diffuser,Beauty & Health,4,132.32,CUST0379
INV12918,2023-02-07,Ballpoint Pens 50pk,Office Supplies,10,124.5,CUST0020
INV13375,2023-02-07,Desk Organizer Bamboo,Office Supplies,4,92.6,CUST0353
INV13875,2023-02-07,Hooded Sweatshirt,Clothing,1,40.6,CUST0309
INV14196,2023-02-07,Desk Organizer Bamboo,Office Supplies,1,22.8,CUST0256
INV12134,2023-02-08,Stainless Steel Water Bottle,Home & Kitchen,1,25.16,CUST0073
INV12197,2023-02-08,Running Socks 6pk,Clothing,2,28.98,CUST0051
INV12231,2023-02-08,Bamboo Toothbrush 4pk,Beauty & Health,2,16.34,CUST0073
INV12496,2023-02-09,Reusable Cotton Pads 20pk,Beauty & Health,1,12.36,CUST0200
INV12554,2023-02-09,Reusable Cotton Pads 20pk,Beauty & Health,3,37.65,CUST0488
INV13181,2023-02-09,Sport Shorts,Clothing,1,24.56,CUST0040
INV13989,2023-02-09,Desk Organizer Bamboo,Office Supplies,1,26.9,CUST0326
INV14291,2023-02-09,USB-C Hub 7-in-1,Electronics,3,105.66,CUST0457
INV10570,2023-02-10,Ballpoint Pens 50pk,Office Supplies,2,26.14,CUST0073
INV10973,2023-02-10,LED Desk Lamp Smart,Electronics,1,48.08,CUST0438
INV11725,2023-02-10,French Press Coffee Maker,Home & Kitchen,1,29.09,CUST0458
INV11728,2023-02-10,USB-C Hub 7-in-1,Electronics,2,76.9,CUST0010
INV11787,2023-02-10,Classic Cotton T-Shirt,Clothing,4,82.0,CUST0225
INV12313,2023-02-10,Running Socks 6pk,Clothing,1,16.11,CUST0079
INV12498,2023-02-10,Bamboo Toothbrush 4pk,Beauty & Health,1,9.44,CUST0127
INV14376,2023-02-10,Glass Storage Containers 5pk,Home & Kitchen,1,30.37,CUST0199
INV14625,2023-02-10,Webcam 1080p HD,Electronics,1,60.56,CUST0184
INV10826,2023-02-11,Essential Oil Diffuser,Beauty & Health,1,31.87,CUST0421
INV10936,2023-02-11,Wireless Earbuds Pro,Electronics,2,96.62,CUST0001
INV11647,2023-02-11,Slim Fit Chinos,Clothing,2,91.28,CUST0347
INV11686,2023-02-11,Mechanical Keyboard TKL,Electronics,1,82.36,CUST0046
INV14903,2023-02-11,Non-Stick Frying Pan 28cm,Home & Kitchen,2,67.16,CUST0071
INV10409,2023-02-12,Glass Storage Containers 5pk,Home & Kitchen,1,29.92,CUST0064
INV11345,2023-02-12,Hooded Sweatshirt,Clothing,1,48.31,CUST0417
INV14079,2023-02-12,Sport Shorts,Clothing,1,25.18,CUST0130
INV14961,2023-02-12,Ceramic Coffee Mug,Home & Kitchen,4,50.24,CUST0363
INV10333,2023-02-13,Digital Kitchen Scale,Home & Kitchen,1,19.78,CUST0424
INV11052,2023-02-13,Slim Fit Chinos,Clothing,10,539.0,CUST0264
INV11866,2023-02-13,Facial Sunscreen SPF50,Beauty & Health,1,17.17,CUST0455
INV12345,2023-02-13,Vitamin D3 Supplements,Beauty & Health,1,13.16,CUST0380
INV12600,2023-02-13,Portable Charger 20000mAh,Electronics,5,154.3,CUST0490
INV13100,2023-02-13,Stapler Heavy Duty,Office Supplies,2,34.26,CUST0381
INV13122,2023-02-13,Vitamin D3 Supplements,Beauty & Health,3,43.71,CUST0185
INV14259,2023-02-13,Classic Cotton T-Shirt,Clothing,3,57.9,CUST0060
INV10623,2023-02-14,Hooded Sweatshirt,Clothing,1,43.67,CUST0486
INV11274,2023-02-14,Facial Sunscreen SPF50,Beauty & Health,1,17.26,CUST0065
INV12376,2023-02-14,Ceramic Coffee Mug,Home & Kitchen,2,23.42,CUST0066
INV12865,2023-02-14,A4 Printer Paper 500sh,Office Supplies,1,10.85,CUST0245
INV13324,2023-02-14,Vitamin D3 Supplements,Beauty & Health,2,28.2,CUST0101
INV14226,2023-02-14,Stainless Steel Water Bottle,Home & Kitchen,1,20.99,CUST0141
INV14485,2023-02-14,Wireless Earbuds Pro,Electronics,2,98.28,CUST0066
INV14569,2023-02-14,File Folders 100pk,Office Supplies,2,39.12,CUST0016
INV11545,2023-02-15,Scissors Stainless Steel,Office Supplies,1,7.01,CUST0357
INV12041,2023-02-15,Stainless Steel Water Bottle,Home & Kitchen,1,21.27,CUST0464
INV12084,2023-02-15,Essential Oil Diffuser,Beauty & Health,1,31.4,CUST0343
INV14098,2023-02-15,LED Desk Lamp Smart,Electronics,1,44.86,CUST0177
INV14239,2023-02-15,Mechanical Keyboard TKL,Electronics,2,167.5,CUST0345
INV12871,2023-02-16,Running Socks 6pk,Clothing,2,32.18,CUST0106
INV13197,2023-02-16,Whiteboard Markers 8pk,Office Supplies,3,33.9,CUST0380
INV14017,2023-02-16,Sticky Notes Pack 12,Office Supplies,3,25.98,CUST0098
INV14502,2023-02-16,Canvas Sneakers,Clothing,1,63.9,CUST0323
INV11113,2023-02-17,Essential Oil Diffuser,Beauty & Health,5,163.15,CUST0114
INV11528,2023-02-17,Portable Charger 20000mAh,Electronics,1,27.83,CUST0478
INV11903,2023-02-17,Zip-Up Fleece Jacket,Clothing,1,80.62,CUST0273
INV12110,2023-02-17,Natural Face Moisturizer,Beauty & Health,4,81.32,CUST0422
INV13899,2023-02-17,Running Socks 6pk,Clothing,4,56.12,CUST0105
INV14674,2023-02-17,Glass Storage Containers 5pk,Home & Kitchen,2,57.02,CUST0110
INV14924,2023-02-17,Essential Oil Diffuser,Beauty & Health,1,30.76,CUST0300
INV10511,2023-02-18,Digital Kitchen Scale,Home & Kitchen,1,19.06,CUST0321
INV11933,2023-02-18,Wool Beanie Hat,Clothing,1,19.72,CUST0122
INV12211,2023-02-18,Hooded Sweatshirt,Clothing,1,41.32,CUST0500
INV12230,2023-02-18,Lip Balm SPF15 3pk,Beauty & Health,2,15.98,CUST0149
INV14753,2023-02-18,Bamboo Toothbrush 4pk,Beauty & Health,1,9.85,CUST0044
INV11070,2023-02-19,Vitamin C Serum 30ml,Beauty & Health,2,48.36,CUST0334
INV12389,2023-02-19,Glass Storage Containers 5pk,Home & Kitchen,1,26.99,CUST0105
INV12991,2023-02-19,Bamboo Cutting Board,Home & Kitchen,1,19.84,CUST0101
INV10602,2023-02-21,Sport Shorts,Clothing,1,23.49,CUST0372
INV14007,2023-02-21,Desk Organizer Bamboo,Office Supplies,1,25.77,CUST0475
INV10439,2023-02-22,French Press Coffee Maker,Home & Kitchen,3,94.68,CUST0259
INV10515,2023-02-22,Essential Oil Diffuser,Beauty & Health,1,30.35,CUST0476
INV11436,2023-02-22,Vitamin C Serum 30ml,Beauty & Health,1,25.79,CUST0071
INV11541,2023-02-22,Vitamin C Serum 30ml,Beauty & Health,1,24.87,CUST0223
INV12640,2023-02-22,Facial Sunscreen SPF50,Beauty & Health,1,17.54,CUST0459
INV13680,2023-02-22,Digital Kitchen Scale,Home & Kitchen,1,19.06,CUST0106
INV13728,2023-02-22,French Press Coffee Maker,Home & Kitchen,5,153.25,CUST0007
INV10137,2023-02-23,Digital Kitchen Scale,Home & Kitchen,3,53.19,CUST0045
INV10375,2023-02-23,LED Desk Lamp Smart,Electronics,1,42.54,CUST0035
INV11577,2023-02-23,Bamboo Toothbrush 4pk,Beauty & Health,4,36.96,CUST0274
INV12359,2023-02-23,Mechanical Keyboard TKL,Electronics,2,164.44,CUST0354
INV13605,2023-02-23,Smart Plug WiFi,Electronics,3,58.05,CUST0417
INV14152,2023-02-24,French Press Coffee Maker,Home & Kitchen,5,153.25,CUST0120
INV14369,2023-02-24,Wool Beanie Hat,Clothing,3,59.16,CUST0295
INV11231,2023-02-25,Silicone Spatula Set 3pk,Home & Kitchen,1,9.78,CUST0314
INV13812,2023-02-25,Whiteboard Markers 8pk,Office Supplies,1,11.6,CUST0050
INV11160,2023-02-26,Digital Kitchen Scale,Home & Kitchen,2,39.3,CUST0107
INV12719,2023-02-26,Webcam 1080p HD,Electronics,3,179.97,CUST0024
INV10667,2023-02-27,Bamboo Cutting Board,Home & Kitchen,1,22.7,CUST0418
INV12203,2023-02-27,Hooded Sweatshirt,Clothing,1,45.04,CUST0452
INV13085,2023-02-27,Smart Plug WiFi,Electronics,1,21.83,CUST0065
INV14467,2023-02-27,Wireless Earbuds Pro,Electronics,1,45.18,CUST0288
INV11292,2023-02-28,Digital Kitchen Scale,Home & Kitchen,2,37.92,CUST0459
INV11432,2023-02-28,Vitamin D3 Supplements,Beauty & Health,3,44.73,CUST0196
INV13105,2023-02-28,Webcam 1080p HD,Electronics,1,58.39,CUST0079
INV13843,2023-02-28,Bluetooth Speaker Mini,Electronics,1,38.13,CUST0051
INV10020,2023-03-01,Canvas Sneakers,Clothing,1,64.44,CUST0335
INV11039,2023-03-01,Stapler Heavy Duty,Office Supplies,1,15.77,CUST0408
INV11259,2023-03-01,Classic Cotton T-Shirt,Clothing,5,93.8,CUST0349
INV11704,2023-03-01,Non-Stick Frying Pan 28cm,Home & Kitchen,3,97.47,CUST0449
INV13321,2023-03-01,Vitamin C Serum 30ml,Beauty & Health,5,135.2,CUST0234
INV13667,2023-03-01,Bamboo Toothbrush 4pk,Beauty & Health,5,41.9,CUST0077
INV10447,2023-03-02,Wool Beanie Hat,Clothing,5,95.55,CUST0399
INV10091,2023-03-03,Portable Charger 20000mAh,Electronics,5,158.9,CUST0457
INV10173,2023-03-03,LED Desk Lamp Smart,Electronics,1,46.43,CUST0049
INV11695,2023-03-03,File Folders 100pk,Office Supplies,2,34.66,CUST0440
INV11990,2023-03-03,Running Socks 6pk,Clothing,1,15.33,CUST0086
INV12558,2023-03-03,Wireless Earbuds Pro,Electronics,1,48.01,CUST0274
INV12813,2023-03-03,Vitamin C Serum 30ml,Beauty & Health,3,71.94,CUST0191
INV13221,2023-03-03,Smart Plug WiFi,Electronics,1,18.65,CUST0436
INV10993,2023-03-04,Glass Storage Containers 5pk,Home & Kitchen,10,269.1,CUST0413
INV12596,2023-03-04,Zip-Up Fleece Jacket,Clothing,1,82.28,CUST0420
INV13978,2023-03-04,Bamboo Cutting Board,Home & Kitchen,5,101.9,CUST0095
INV14963,2023-03-04,Vitamin D3 Supplements,Beauty & Health,2,27.16,CUST0064
INV10901,2023-03-05,Desk Organizer Bamboo,Office Supplies,2,48.58,CUST0410
INV13152,2023-03-05,Reusable Cotton Pads 20pk,Beauty & Health,2,24.34,CUST0494
INV14918,2023-03-05,Vitamin C Serum 30ml,Beauty & Health,2,52.92,CUST0332
INV10586,2023-03-06,Hooded Sweatshirt,Clothing,5,218.2,CUST0377
INV10946,2023-03-06,Bamboo Cutting Board,Home & Kitchen,5,109.5,CUST0005
INV11015,2023-03-06,Natural Face Moisturizer,Beauty & Health,1,20.84,CUST0380
INV11714,2023-03-06,Desk Organizer Bamboo,Office Supplies,1,24.07,CUST0468
INV12449,2023-03-06,Vitamin D3 Supplements,Beauty & Health,1,14.33,CUST0498
INV13861,2023-03-06,Lip Balm SPF15 3pk,Beauty & Health,1,8.62,CUST0084
INV14644,2023-03-06,Canvas Sneakers,Clothing,3,183.51,CUST0128
INV10084,2023-03-07,Stapler Heavy Duty,Office Supplies,1,16.37,CUST0273
INV10429,2023-03-07,Mechanical Keyboard TKL,Electronics,1,93.19,CUST0036
INV12121,2023-03-07,Reusable Cotton Pads 20pk,Beauty & Health,2,22.04,CUST0140
INV13272,2023-03-07,Reusable Cotton Pads 20pk,Beauty & Health,2,21.96,CUST0310
INV13582,2023-03-07,Running Socks 6pk,Clothing,2,28.6,CUST0267
INV13617,2023-03-07,Bamboo Cutting Board,Home & Kitchen,3,63.03,CUST0335
INV14166,2023-03-07,Sticky Notes Pack 12,Office Supplies,1,8.27,CUST0236
INV14330,2023-03-07,Hooded Sweatshirt,Clothing,1,41.96,CUST0072
INV14738,2023-03-07,Slim Fit Chinos,Clothing,5,247.1,CUST0167
INV10542,2023-03-08,Sport Shorts,Clothing,2,49.14,CUST0400
INV11386,2023-03-08,Stainless Steel Water Bottle,Home & Kitchen,4,85.32,CUST0050
INV11412,2023-03-08,Whiteboard Markers 8pk,Office Supplies,5,56.75,CUST0286
INV13772,2023-03-08,Bluetooth Speaker Mini,Electronics,1,36.8,CUST0062
INV14385,2023-03-08,Portable Charger 20000mAh,Electronics,1,31.92,CUST0097
INV11143,2023-03-09,Desk Organizer Bamboo,Office Supplies,1,23.05,CUST0231
INV14063,2023-03-09,Facial Sunscreen SPF50,Beauty & Health,1,15.91,CUST0490
